,,,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score,,
SVK002,7,7,7,7,7,7,7,7,7,7,457,168,168,168,168,168,168,168,168,168,68.1,,
SWZ001,0,0,0,0,0,0,0,0,0,0,0,168,168,168,168,168,168,168,168,168,16.8,,
SYR001,31,31,31,0,0,31,31,31,31,31,1735,166,166,166,166,166,166,166,166,166,208.7,,
SYR002,31,31,31,31,31,31,31,31,31,31,31,166,166,166,166,166,166,166,166,166,44.5,,
TCD001,118,118,67,0,0,67,118,67,67,67,0,167,167,167,167,167,167,167,167,167,62,,
TCD003,118,118,118,0,0,118,118,118,118,118,0,167,167,167,167,167,167,167,167,167,87.5,,
TCD004,118,118,118,0,0,118,118,118,118,118,0,167,167,167,167,167,167,167,167,167,87.5,,
TCD005,118,118,118,0,0,118,118,118,118,118,0,167,167,167,167,167,167,167,167,167,87.5,,
THA001,104,104,33,33,6,33,104,33,104,104,1721,167,167,167,167,167,167,167,167,167,233.8,,
THA002,104,104,104,104,6,104,104,104,104,104,1721,167,167,167,167,167,167,167,167,167,262.2,,
THA003,104,104,33,33,6,33,104,64,104,104,1721,167,167,167,167,167,167,167,167,167,236.9,,
TLS003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TTO002,31,31,31,31,31,31,31,31,31,31,31,168,168,168,168,168,168,168,168,168,44.7,,
TUN002,457,3,3,3,3,3,3,3,3,3,457,168,168,168,168,168,168,168,168,168,64.9,,
TUR001,31,31,31,0,0,0,0,0,0,0,1719,166,166,166,166,166,166,166,166,166,191.6,,
TUR002,31,31,0,0,31,0,0,0,0,0,1719,166,166,166,166,166,166,166,166,166,191.6,,
TUR003,31,31,31,0,0,0,0,0,0,0,1719,166,166,166,166,166,166,166,166,166,191.6,,
TUR004,31,31,31,31,0,31,31,31,31,31,1719,166,166,166,166,166,166,166,166,166,210.2,,
TUR005,31,31,31,31,31,31,31,31,31,31,31,166,166,166,166,166,166,166,166,166,44.5,,
TZA001,0,0,0,0,0,0,0,0,0,0,184,166,166,166,166,166,166,166,166,166,35,,
TZA002,0,0,0,0,0,0,0,0,0,0,184,166,166,166,166,166,166,166,166,166,35,,
TZA003,0,0,0,595,0,0,0,0,0,0,595,166,166,166,166,166,166,166,166,166,135.6,,
UGA005,106,4,4,4,1243,4,4,4,4,4,4,167,167,167,167,167,167,167,167,167,144.2,,
UKR002,0,0,0,0,0,0,0,0,0,0,0,169,169,169,169,169,169,169,169,169,16.9,,
VEN001,7,7,7,7,7,7,7,7,7,7,7,168,168,168,168,168,168,168,168,168,23.1,,
VUT003,225,225,225,93,225,184,184,184,184,184,225,167,167,167,167,167,167,167,167,167,185.5,,
YEM001,130,0,0,0,0,0,0,0,0,0,397,170,170,170,170,170,170,170,170,170,56.7,,
YEM002,130,0,0,0,0,0,0,0,0,0,215,170,170,170,170,170,170,170,170,170,38.5,,
ZMB002,0,0,0,0,0,0,0,0,0,0,779,168,168,168,168,168,168,168,168,168,94.7,,
ZWE001,0,0,0,0,0,0,0,0,0,0,570,168,168,168,168,168,168,168,168,168,73.8,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,MIN,0.0
,,,,,,,,,,,,,,,,,,,,,,MAX,978.2
