Crisis,Crisis ID,Country,Indicator,Figure,Source and Date,Reliability,Reliability Score,Link,Justification,Helper,Date of entry,Type of entry
Conflict in Burkina Faso,BFA002,Burkina Faso,Crisis affected groups,4,,Medium,2,,"Refugees, IDP, host and non host",BFA002Crisis affected groups,2019-02-15,Humanitarian development
Conflict in Burkina Faso,BFA002,Burkina Faso,Economic Losses,x,,Medium,2,,,BFA002Economic Losses,2019-02-15,Humanitarian development
Conflict in Burkina Faso,BFA002,Burkina Faso,Illness cases reported,x,,x,x,,,BFA002Illness cases reported,2019-02-15,Humanitarian development
Conflict in Burkina Faso,BFA002,Burkina Faso,Injuries reported,x,,x,x,,,BFA002Injuries reported,2019-02-15,Humanitarian development
Mixed migration flows in Algeria,DZA002,Algeria,People facing limited access constraints,x,,Medium,2,,No data available but limited access to detention centers where human rights abuses have been reported,DZA002People facing limited access constraints,2019-02-15,Humanitarian development
Mixed migration flows in Algeria,DZA002,Algeria,People facing restricted access constraints,x,,Medium,2,,No data available but limited access to detention centers where human rights abuses have been reported,DZA002People facing restricted access constraints,2019-02-15,Humanitarian development
Sahrawi refugees in Algeria,DZA003,Algeria,People facing limited access constraints,0,,Medium,2,,No reports of access constraints,DZA003People facing limited access constraints,2019-02-15,Humanitarian development
Sahrawi refugees in Algeria,DZA003,Algeria,People facing restricted access constraints,0,,Medium,2,,No reports of access constraints,DZA003People facing restricted access constraints,2019-02-15,Humanitarian development
Conflict  in Iraq,IRQ002,Iraq,Buildings damaged,x,,Medium,2,,,IRQ002Buildings damaged,2019-02-15,Humanitarian development
Conflict  in Iraq,IRQ002,Iraq,Buildings destroyed,x,x,x,x,x,x,IRQ002Buildings destroyed,2019-02-15,Humanitarian development
Conflict  in Iraq,IRQ002,Iraq,Illness cases reported,x,,Medium,2,,,IRQ002Illness cases reported,2019-02-15,Humanitarian development
Syrian and Palestinian refugees in iraq,IRQ003,Iraq,Buildings damaged,x,,Medium,2,,no data available,IRQ003Buildings damaged,2019-02-15,Humanitarian development
Syrian and Palestinian refugees in iraq,IRQ003,Iraq,Buildings destroyed,0,x,Medium,2,x,x,IRQ003Buildings destroyed,2019-02-15,Humanitarian development
Syrian and Palestinian refugees in iraq,IRQ003,Iraq,Crisis affected groups,5,OCHA 11/2018; OCHA 08/2018,Medium,2,https://reliefweb.int/sites/reliefweb.int/files/resources/irq_2019_hno.pdf https://data2.unhcr.org/en/documents/download/67489,"all groups are affected as the syrian refugees are spread and living in camps, non camps as well as remote and urban areas.",IRQ003Crisis affected groups,2019-02-15,Humanitarian development
Syrian and Palestinian refugees in iraq,IRQ003,Iraq,Economic Losses,x,,Medium,2,,no data available,IRQ003Economic Losses,2019-02-15,Humanitarian development
Syrian and Palestinian refugees in iraq,IRQ003,Iraq,Illness cases reported,x,,Medium,2,,,IRQ003Illness cases reported,2019-02-15,Humanitarian development
Syrian and Palestinian refugees in iraq,IRQ003,Iraq,Injuries reported,x,,Medium,2,,,IRQ003Injuries reported,2019-02-15,Humanitarian development
Mixed migration flows in Italy,ITA002,Italy,Buildings damaged,x,,Medium,2,,No data available,ITA002Buildings damaged,2019-02-15,Humanitarian development
Mixed migration flows in Italy,ITA002,Italy,Buildings destroyed,0,x,Medium,2,x,No damage reported,ITA002Buildings destroyed,2019-02-15,Humanitarian development
Mixed migration flows in Italy,ITA002,Italy,Economic Losses,x,,Medium,2,,No data available,ITA002Economic Losses,2019-02-15,Humanitarian development
Mixed migration flows in Italy,ITA002,Italy,Illness cases reported,x,,Medium,2,,No data available,ITA002Illness cases reported,2019-02-15,Humanitarian development
Mixed migration flows in Italy,ITA002,Italy,Injuries reported,x,,Medium,2,,No data available,ITA002Injuries reported,2019-02-15,Humanitarian development
Mixed migration flows in Italy,ITA002,Italy,People facing limited access constraints,x,,Medium,2,,no data available,ITA002People facing limited access constraints,2019-02-15,Humanitarian development
Mixed migration flows in Italy,ITA002,Italy,People facing restricted access constraints,x,,Medium,2,,no data available,ITA002People facing restricted access constraints,2019-02-15,Humanitarian development
Refugee situation in Kenya,KEN002,Kenya,People facing restricted access constraints,x,,x,x,,No data available,KEN002People facing restricted access constraints,2019-02-15,Humanitarian development
Mixed migration flows in Morocco,MAR002,Morocco,Buildings damaged,0,,Medium,2,,No damages expected due to mixed migration.,MAR002Buildings damaged,2019-02-15,Humanitarian development
Mixed migration flows in Morocco,MAR002,Morocco,Buildings destroyed,0,,Medium,2,,No damages expected due to mixed migration.,MAR002Buildings destroyed,2019-02-15,Humanitarian development
Mixed migration flows in Morocco,MAR002,Morocco,Economic Losses,0,,Medium,2,,No economic losses expected due to mixed migration.,MAR002Economic Losses,2019-02-15,Humanitarian development
Mixed migration flows in Morocco,MAR002,Morocco,People facing limited access constraints,0,,Medium,2,,No indications for access constraints.,MAR002People facing limited access constraints,2019-02-15,Humanitarian development
Mixed migration flows in Morocco,MAR002,Morocco,People facing restricted access constraints,0,,Medium,2,,No indications for access constraints.,MAR002People facing restricted access constraints,2019-02-15,Humanitarian development
Burundi and DRC refugees in Rwanda,RWA002,Rwanda,Buildings damaged,0,,Medium,2,,No indication of (recent) damages due to international displacement.,RWA002Buildings damaged,2019-02-15,Humanitarian development
Burundi and DRC refugees in Rwanda,RWA002,Rwanda,Buildings destroyed,0,,Medium,2,,No indication of (recent) damages due to international displacement.,RWA002Buildings destroyed,2019-02-15,Humanitarian development
Burundi and DRC refugees in Rwanda,RWA002,Rwanda,Economic Losses,0,,Medium,2,,No indication of economic losses due to international displacement,RWA002Economic Losses,2019-02-15,Humanitarian development
Burundi and DRC refugees in Rwanda,RWA002,Rwanda,Illness cases reported,x,UNHCR 2018,Medium,2,https://reliefweb.int/sites/reliefweb.int/files/resources/Rwanda_2017_Mahama.pdf https://reliefweb.int/sites/reliefweb.int/files/resources/Rwanda_2017_Mugombwa.pdf  https://reliefweb.int/sites/reliefweb.int/files/resources/Rwanda_2017_Nyabiheke.pdf https://reliefweb.int/sites/reliefweb.int/files/resources/Rwanda_2017_Kiziba.pdf https://reliefweb.int/sites/reliefweb.int/files/resources/Rwanda_2017_Kigeme.pdf  https://reliefweb.int/sites/reliefweb.int/files/resources/Rwanda_2017_Gihembe.pdf,No recent information on illnesses of the internationally displaced population. Could be calculated based on 2017 camp reports.,RWA002Illness cases reported,2019-02-15,Humanitarian development
Burundi and DRC refugees in Rwanda,RWA002,Rwanda,Injuries reported,x,UNHCR 2018,Medium,2,https://reliefweb.int/sites/reliefweb.int/files/resources/Rwanda_2017_Mahama.pdf https://reliefweb.int/sites/reliefweb.int/files/resources/Rwanda_2017_Mugombwa.pdf  https://reliefweb.int/sites/reliefweb.int/files/resources/Rwanda_2017_Nyabiheke.pdf https://reliefweb.int/sites/reliefweb.int/files/resources/Rwanda_2017_Kiziba.pdf https://reliefweb.int/sites/reliefweb.int/files/resources/Rwanda_2017_Kigeme.pdf  https://reliefweb.int/sites/reliefweb.int/files/resources/Rwanda_2017_Gihembe.pdf,No recent information on injuries of the internationally displaced population. Could be calculated based on 2017 camp reports.,RWA002Injuries reported,2019-02-15,Humanitarian development
Burundi and DRC refugees in Rwanda,RWA002,Rwanda,People facing limited access constraints,0,,Medium,2,,No (significant) access constraints.,RWA002People facing limited access constraints,2019-02-15,Humanitarian development
Burundi and DRC refugees in Rwanda,RWA002,Rwanda,People facing restricted access constraints,0,,Medium,2,,,RWA002People facing restricted access constraints,2019-02-15,Humanitarian development
Complex crisis in Sudan,SDN001,Sudan,People facing limited access constraints,x,,Medium,2,,No data available,SDN001People facing limited access constraints,2019-02-15,Humanitarian development
Complex crisis in Sudan,SDN001,Sudan,People facing restricted access constraints,x,,Medium,2,,No data available,SDN001People facing restricted access constraints,2019-02-15,Humanitarian development
Lake Chad basin crisis,TCD003,Chad,Buildings damaged,x,,Medium,2,,No data available,TCD003Buildings damaged,2019-02-15,Humanitarian development
Lake Chad basin crisis,TCD003,Chad,Buildings destroyed,x,,x,x,,No data available,TCD003Buildings destroyed,2019-02-15,Humanitarian development
Lake Chad basin crisis,TCD003,Chad,Crisis affected groups,5,,Medium,2,,"Refugee, IDP, host, non-host, returnee",TCD003Crisis affected groups,2019-02-15,Humanitarian development
Lake Chad basin crisis,TCD003,Chad,Economic Losses,x,,Medium,2,,No data available,TCD003Economic Losses,2019-02-15,Humanitarian development
Lake Chad basin crisis,TCD003,Chad,Illness cases reported,x,,Medium,2,,No data available,TCD003Illness cases reported,2019-02-15,Humanitarian development
Lake Chad basin crisis,TCD003,Chad,Injuries reported,x,,Medium,2,,No data available,TCD003Injuries reported,2019-02-15,Humanitarian development
Lake Chad basin crisis,TCD003,Chad,Landmass affected,19915,Populationdata.net,Medium,2,https://www.populationdata.net/pays/tchad/divisions,Area of Lac region. The crisis affects the entirety of the region.,TCD003Landmass affected,2019-02-15,Humanitarian development
Lake Chad basin crisis,TCD003,Chad,People facing limited access constraints,x,,Medium,2,,,TCD003People facing limited access constraints,2019-02-15,Humanitarian development
Lake Chad basin crisis,TCD003,Chad,People facing restricted access constraints,x,,Medium,2,,,TCD003People facing restricted access constraints,2019-02-15,Humanitarian development
CAR refugees in Chad,TCD004,Chad,Buildings damaged,x,,Medium,2,,No information available,TCD004Buildings damaged,2019-02-15,Humanitarian development
CAR refugees in Chad,TCD004,Chad,Buildings destroyed,0,x,Medium,2,https://www.acleddata.com/data/,The presence of refugees from CAR has not been associated with damaged buildings,TCD004Buildings destroyed,2019-02-15,Humanitarian development
CAR refugees in Chad,TCD004,Chad,Crisis affected groups,3,,Medium,2,https://www.humanitarianresponse.info/en/operations/chad/document/tchad-aper%C3%A7u-des-besoins-humanitaires-2019-hno-2019-21-dec-2018,"Refugees, returnees, host communities",TCD004Crisis affected groups,2019-02-15,Humanitarian development
CAR refugees in Chad,TCD004,Chad,Economic Losses,x,,Medium,2,,No information available,TCD004Economic Losses,2019-02-15,Humanitarian development
CAR refugees in Chad,TCD004,Chad,Illness cases reported,x,,Medium,2,https://www.humanitarianresponse.info/en/operations/chad/document/tchad-aper%C3%A7u-des-besoins-humanitaires-2019-hno-2019-21-dec-2018,No information available,TCD004Illness cases reported,2019-02-15,Humanitarian development
CAR refugees in Chad,TCD004,Chad,Injuries reported,x,,Medium,2,https://www.humanitarianresponse.info/en/operations/chad/document/tchad-aper%C3%A7u-des-besoins-humanitaires-2019-hno-2019-21-dec-2018,No information available,TCD004Injuries reported,2019-02-15,Humanitarian development
CAR refugees in Chad,TCD004,Chad,People facing limited access constraints,x,,Medium,2,https://www.humanitarianresponse.info/en/operations/chad/document/tchad-aper%C3%A7u-des-besoins-humanitaires-2019-hno-2019-21-dec-2018,No information available,TCD004People facing limited access constraints,2019-02-15,Humanitarian development
CAR refugees in Chad,TCD004,Chad,People facing restricted access constraints,x,,Medium,2,,No information available,TCD004People facing restricted access constraints,2019-02-15,Humanitarian development
Darfur refugees in Chad,TCD005,Chad,Buildings damaged,x,,Medium,2,,No information available,TCD005Buildings damaged,2019-02-15,Humanitarian development
Darfur refugees in Chad,TCD005,Chad,Buildings destroyed,0,x,Medium,2,x,The presence of refugees from Darfur has not been associated with damaged buildings,TCD005Buildings destroyed,2019-02-15,Humanitarian development
Darfur refugees in Chad,TCD005,Chad,Economic Losses,x,,Medium,2,,No information available,TCD005Economic Losses,2019-02-15,Humanitarian development
Darfur refugees in Chad,TCD005,Chad,Illness cases reported,x,,Medium,2,,No information available,TCD005Illness cases reported,2019-02-15,Humanitarian development
Darfur refugees in Chad,TCD005,Chad,Injuries reported,x,,Medium,2,,No information available,TCD005Injuries reported,2019-02-15,Humanitarian development
Darfur refugees in Chad,TCD005,Chad,People facing limited access constraints,x,,Medium,2,,No information available,TCD005People facing limited access constraints,2019-02-15,Humanitarian development
Darfur refugees in Chad,TCD005,Chad,People facing restricted access constraints,x,,Medium,2,,No information available,TCD005People facing restricted access constraints,2019-02-15,Humanitarian development
