,,,,,,,,,,,,,,,,,,,,,,,
Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score,,
RUS002,3,3,3,3,3,3,3,3,3,3,3,129,129,129,129,129,129,129,129,129,15.6,,
RWA002,256,3,3,3,3,3,3,3,3,3,3,125,125,125,125,125,125,125,125,125,15.2,,
SDN001,62,31,31,18,18,31,31,31,31,31,305,132,132,132,132,132,132,132,132,132,65.9,,
SDN005,62,31,31,18,18,31,31,31,31,31,930,132,132,132,132,132,132,132,132,132,128.4,,
SEN002,3,3,3,513,578,3,3,3,3,3,513,123,123,123,123,123,123,123,123,123,174.5,,
SLV001,60,60,60,60,60,60,60,60,60,60,60,128,128,128,128,128,128,128,128,128,66.8,,
SOM001,255,255,255,3,103,61,61,61,61,61,255,125,125,125,125,125,125,125,125,125,104.6,,
SOM002,255,255,3,3,34,3,3,3,3,3,1042,125,125,125,125,125,125,125,125,125,122.2,,
SSD001,258,258,258,3,3,107,107,107,107,107,258,125,125,125,125,125,125,125,125,125,118.2,,
SVK002,3,3,3,3,3,3,3,3,3,3,3,128,128,128,128,128,128,128,128,128,15.5,,
SWZ001,1,1,1,1,1,1,1,1,1,1,1,128,128,128,128,128,128,128,128,128,13.7,,
SYR001,7,7,7,7,7,7,7,7,7,7,1887,125,125,125,125,125,125,125,125,125,206.8,,
SYR002,183,7,183,183,183,7,7,7,7,7,7,125,125,125,125,125,125,125,125,125,71.6,,
TCD001,270,270,219,3,3,219,270,219,219,219,3,123,123,123,123,123,123,123,123,123,149.7,,
TCD003,270,270,270,3,3,270,270,270,270,270,3,123,123,123,123,123,123,123,123,123,175.2,,
TCD004,270,270,270,3,3,270,270,270,270,270,3,123,123,123,123,123,123,123,123,123,175.2,,
TCD005,270,270,270,3,3,270,270,270,270,270,3,123,123,123,123,123,123,123,123,123,175.2,,
THA003,256,4,4,4,4,4,256,4,256,256,1873,122,122,122,122,122,122,122,122,122,278.3,,
TLS003,31,31,31,31,31,31,31,31,31,31,31,125,125,125,125,125,125,125,125,125,40.4,,
TTO002,31,31,31,31,31,31,31,31,31,31,31,124,124,124,124,124,124,124,124,124,40.3,,
TUN002,609,18,18,18,18,18,18,18,18,18,609,137,137,137,137,137,137,137,137,137,89,,
TUR001,183,7,7,7,7,4,4,4,4,4,4,125,125,125,125,125,125,125,125,125,17,,
TUR002,183,4,4,4,4,4,4,4,4,4,4,125,125,125,125,125,125,125,125,125,16.1,,
TUR003,183,4,4,4,4,4,4,4,4,4,4,125,125,125,125,125,125,125,125,125,16.1,,
TUR004,183,183,183,183,4,183,183,183,183,183,1871,125,125,125,125,125,125,125,125,125,328.1,,
TUR005,183,183,183,183,91,183,183,183,183,183,183,125,125,125,125,125,125,125,125,125,168,,
TZA001,1,1,1,1,1,1,1,1,1,1,336,125,125,125,125,125,125,125,125,125,46.9,,
TZA002,1,1,1,1,1,1,1,1,1,1,336,125,125,125,125,125,125,125,125,125,46.9,,
TZA003,1,1,1,747,1,1,1,1,1,1,747,125,125,125,125,125,125,125,125,125,162.6,,
UGA005,258,3,3,3,1395,3,3,3,3,3,3,125,125,125,125,125,125,125,125,125,154.4,,
UKR002,3,100,100,3,3,100,100,100,100,100,100,129,129,129,129,129,129,129,129,129,83.5,,
VEN001,31,31,31,31,31,31,31,31,31,31,31,125,125,125,125,125,125,125,125,125,40.4,,
YEM001,282,0,0,0,0,0,0,0,0,0,0,125,125,125,125,125,125,125,125,125,12.5,,
YEM002,282,0,0,0,152,0,0,0,0,0,0,125,125,125,125,125,125,125,125,125,27.7,,
ZMB002,60,60,60,1,1,60,60,60,60,60,931,126,126,126,126,126,126,126,126,126,141.9,,
ZWE001,1,1,1,1,1,1,1,1,1,1,722,127,127,127,127,127,127,127,127,127,85.7,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,MIN,6.7
,,,,,,,,,,,,,,,,,,,,,,MAX,611.6
