Country,Crisis,Crisis ID,ISO3 code,Region,Type of crisis,Website name,Country level,,Indicator,Reliability,Type of entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Ongoing insecurity/hostilities affecting humanitarian assistance
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices ,Presence of mines and improvised explosive devices 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
